"Index","rank1","rank2","rank3","rank4","rank5","rank6","rank7"
"SP1599","MICHAEL SNELSON","MARCIA CONOVER-HARRIS","CRAIG CONOVER","CRAIG JENSEN","XIMENA M. BISHOP","DALE WATSON","AMANDA MILLER"
"SP1600","MARCIA CONOVER-HARRIS","AMANDA MILLER","XIMENA M. BISHOP","CRAIG CONOVER","MICHAEL SNELSON","CRAIG JENSEN","DALE WATSON"
"SP1601","MARCIA CONOVER-HARRIS","DALE WATSON","XIMENA M. BISHOP","MICHAEL SNELSON","AMANDA MILLER","CRAIG JENSEN","CRAIG CONOVER"
"SP1602","MARCIA CONOVER-HARRIS","CRAIG CONOVER","AMANDA MILLER","MICHAEL SNELSON","XIMENA M. BISHOP","DALE WATSON","CRAIG JENSEN"
"SP1603","MARCIA CONOVER-HARRIS","XIMENA M. BISHOP","MICHAEL SNELSON","CRAIG CONOVER","DALE WATSON","AMANDA MILLER","CRAIG JENSEN"
"SP1604","AMANDA MILLER","CRAIG CONOVER","MICHAEL SNELSON","XIMENA M. BISHOP","MARCIA CONOVER-HARRIS","DALE WATSON","CRAIG JENSEN"
"SP1605","CRAIG CONOVER","MARCIA CONOVER-HARRIS","AMANDA MILLER","DALE WATSON","MICHAEL SNELSON","CRAIG JENSEN","XIMENA M. BISHOP"
"SP1606","XIMENA M. BISHOP","MICHAEL SNELSON","CRAIG CONOVER","CRAIG JENSEN","DALE WATSON","skipped","skipped"
"SP1607","AMANDA MILLER","skipped","skipped","skipped","skipped","skipped","skipped"
"SP1608","CRAIG CONOVER","MICHAEL SNELSON","DALE WATSON","CRAIG JENSEN","MARCIA CONOVER-HARRIS","AMANDA MILLER","XIMENA M. BISHOP"
"SP1609","MARCIA CONOVER-HARRIS","XIMENA M. BISHOP","CRAIG CONOVER","MICHAEL SNELSON","CRAIG JENSEN","skipped","skipped"
"SP1610","MICHAEL SNELSON","XIMENA M. BISHOP","CRAIG JENSEN","MARCIA CONOVER-HARRIS","CRAIG CONOVER","AMANDA MILLER","DALE WATSON"
"SP1611","CRAIG CONOVER","MICHAEL SNELSON","CRAIG JENSEN","MARCIA CONOVER-HARRIS","DALE WATSON","AMANDA MILLER","XIMENA M. BISHOP"
"SP1612","XIMENA M. BISHOP","CRAIG CONOVER","CRAIG JENSEN","MICHAEL SNELSON","AMANDA MILLER","MARCIA CONOVER-HARRIS","DALE WATSON"
"SP1613","MARCIA CONOVER-HARRIS","CRAIG CONOVER","CRAIG JENSEN","MICHAEL SNELSON","DALE WATSON","AMANDA MILLER","XIMENA M. BISHOP"
"SP1614","XIMENA M. BISHOP","CRAIG JENSEN","MICHAEL SNELSON","AMANDA MILLER","DALE WATSON","CRAIG CONOVER","MARCIA CONOVER-HARRIS"
"SP1615","XIMENA M. BISHOP","CRAIG JENSEN","MICHAEL SNELSON","AMANDA MILLER","DALE WATSON","CRAIG CONOVER","MARCIA CONOVER-HARRIS"
"SP1616","CRAIG JENSEN","CRAIG CONOVER","MICHAEL SNELSON","DALE WATSON","XIMENA M. BISHOP","skipped","skipped"
"SP1617","MARCIA CONOVER-HARRIS","CRAIG CONOVER","AMANDA MILLER","XIMENA M. BISHOP","DALE WATSON","CRAIG JENSEN","MICHAEL SNELSON"
"SP1618","XIMENA M. BISHOP","MARCIA CONOVER-HARRIS","AMANDA MILLER","DALE WATSON","MICHAEL SNELSON","CRAIG CONOVER","CRAIG JENSEN"
"SP1619","CRAIG JENSEN","CRAIG CONOVER","MICHAEL SNELSON","DALE WATSON","XIMENA M. BISHOP","skipped","skipped"
"SP1620","MARCIA CONOVER-HARRIS","CRAIG CONOVER","AMANDA MILLER","XIMENA M. BISHOP","DALE WATSON","CRAIG JENSEN","MICHAEL SNELSON"
"SP1621","MARCIA CONOVER-HARRIS","XIMENA M. BISHOP","DALE WATSON","AMANDA MILLER","CRAIG JENSEN","MICHAEL SNELSON","CRAIG CONOVER"
"SP1622","MICHAEL SNELSON","DALE WATSON","CRAIG CONOVER","CRAIG JENSEN","XIMENA M. BISHOP","AMANDA MILLER","MARCIA CONOVER-HARRIS"
"SP1623","DALE WATSON","CRAIG CONOVER","MICHAEL SNELSON","skipped","skipped","skipped","skipped"
"SP1624","XIMENA M. BISHOP","CRAIG CONOVER","MICHAEL SNELSON","CRAIG JENSEN","skipped","skipped","skipped"
"SP1625","CRAIG CONOVER","skipped","skipped","skipped","skipped","skipped","skipped"
"SP1626","MICHAEL SNELSON","CRAIG JENSEN","AMANDA MILLER","XIMENA M. BISHOP","DALE WATSON","CRAIG CONOVER","MARCIA CONOVER-HARRIS"
"SP1627","AMANDA MILLER","CRAIG CONOVER","MARCIA CONOVER-HARRIS","DALE WATSON","CRAIG JENSEN","MICHAEL SNELSON","XIMENA M. BISHOP"
"SP1628","MICHAEL SNELSON","DALE WATSON","CRAIG CONOVER","XIMENA M. BISHOP","CRAIG JENSEN","MARCIA CONOVER-HARRIS","AMANDA MILLER"
"SP1629","CRAIG CONOVER","XIMENA M. BISHOP","CRAIG JENSEN","DALE WATSON","MARCIA CONOVER-HARRIS","MICHAEL SNELSON","AMANDA MILLER"
"SP1630","MARCIA CONOVER-HARRIS","XIMENA M. BISHOP","CRAIG CONOVER","CRAIG JENSEN","skipped","skipped","skipped"
"SP1631","MARCIA CONOVER-HARRIS","XIMENA M. BISHOP","MICHAEL SNELSON","CRAIG CONOVER","CRAIG JENSEN","DALE WATSON","AMANDA MILLER"
"SP1632","MICHAEL SNELSON","XIMENA M. BISHOP","MARCIA CONOVER-HARRIS","AMANDA MILLER","CRAIG JENSEN","CRAIG CONOVER","DALE WATSON"
"SP1633","AMANDA MILLER","MICHAEL SNELSON","XIMENA M. BISHOP","DALE WATSON","CRAIG JENSEN","CRAIG CONOVER","MARCIA CONOVER-HARRIS"
"SP1634","MARCIA CONOVER-HARRIS","CRAIG JENSEN","skipped","skipped","skipped","skipped","skipped"
"SP1635","XIMENA M. BISHOP","CRAIG JENSEN","MARCIA CONOVER-HARRIS","CRAIG CONOVER","MICHAEL SNELSON","AMANDA MILLER","DALE WATSON"
"SP1636","CRAIG JENSEN","CRAIG CONOVER","MICHAEL SNELSON","skipped","skipped","skipped","skipped"
"SP1637","XIMENA M. BISHOP","MARCIA CONOVER-HARRIS","DALE WATSON","CRAIG CONOVER","MICHAEL SNELSON","CRAIG JENSEN","AMANDA MILLER"
"SP1638","MICHAEL SNELSON","XIMENA M. BISHOP","MARCIA CONOVER-HARRIS","AMANDA MILLER","CRAIG CONOVER","DALE WATSON","CRAIG JENSEN"
"SP1639","MICHAEL SNELSON","CRAIG CONOVER","MARCIA CONOVER-HARRIS","CRAIG JENSEN","AMANDA MILLER","DALE WATSON","XIMENA M. BISHOP"
"SP1640","CRAIG JENSEN","CRAIG CONOVER","MICHAEL SNELSON","MARCIA CONOVER-HARRIS","DALE WATSON","skipped","skipped"
"SP1641","XIMENA M. BISHOP","CRAIG JENSEN","MICHAEL SNELSON","MARCIA CONOVER-HARRIS","CRAIG CONOVER","DALE WATSON","AMANDA MILLER"
"SP1642","CRAIG CONOVER","CRAIG JENSEN","MARCIA CONOVER-HARRIS","MICHAEL SNELSON","AMANDA MILLER","XIMENA M. BISHOP","DALE WATSON"
"SP1643","MICHAEL SNELSON","DALE WATSON","AMANDA MILLER","MARCIA CONOVER-HARRIS","CRAIG JENSEN","CRAIG CONOVER","XIMENA M. BISHOP"
"SP1644","DALE WATSON","MICHAEL SNELSON","CRAIG CONOVER","AMANDA MILLER","CRAIG JENSEN","MARCIA CONOVER-HARRIS","XIMENA M. BISHOP"
"SP1645","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"SP1646","MARCIA CONOVER-HARRIS","XIMENA M. BISHOP","CRAIG CONOVER","MICHAEL SNELSON","CRAIG JENSEN","skipped","skipped"
"SP1647","DALE WATSON","MARCIA CONOVER-HARRIS","MICHAEL SNELSON","CRAIG JENSEN","XIMENA M. BISHOP","CRAIG CONOVER","AMANDA MILLER"
"SP1648","CRAIG JENSEN","DALE WATSON","XIMENA M. BISHOP","AMANDA MILLER","CRAIG CONOVER","MICHAEL SNELSON","MARCIA CONOVER-HARRIS"
"SP1649","DALE WATSON","CRAIG JENSEN","MICHAEL SNELSON","AMANDA MILLER","XIMENA M. BISHOP","CRAIG CONOVER","MARCIA CONOVER-HARRIS"
"SP1650","DALE WATSON","MICHAEL SNELSON","CRAIG JENSEN","CRAIG CONOVER","MARCIA CONOVER-HARRIS","AMANDA MILLER","XIMENA M. BISHOP"
"SP1651","MICHAEL SNELSON","CRAIG JENSEN","CRAIG CONOVER","XIMENA M. BISHOP","MARCIA CONOVER-HARRIS","DALE WATSON","AMANDA MILLER"
"SP1652","XIMENA M. BISHOP","MICHAEL SNELSON","CRAIG CONOVER","MARCIA CONOVER-HARRIS","skipped","skipped","skipped"
"SP1653","AMANDA MILLER","DALE WATSON","XIMENA M. BISHOP","skipped","skipped","skipped","skipped"
"SP1654","XIMENA M. BISHOP","CRAIG CONOVER","MICHAEL SNELSON","CRAIG JENSEN","DALE WATSON","MARCIA CONOVER-HARRIS","AMANDA MILLER"
"SP1655","CRAIG CONOVER","XIMENA M. BISHOP","DALE WATSON","MARCIA CONOVER-HARRIS","MICHAEL SNELSON","CRAIG JENSEN","AMANDA MILLER"
"SP1656","CRAIG CONOVER","MARCIA CONOVER-HARRIS","CRAIG JENSEN","MICHAEL SNELSON","AMANDA MILLER","XIMENA M. BISHOP","DALE WATSON"
"SP1657","AMANDA MILLER","XIMENA M. BISHOP","CRAIG JENSEN","MICHAEL SNELSON","CRAIG CONOVER","MARCIA CONOVER-HARRIS","DALE WATSON"
"SP1658","XIMENA M. BISHOP","CRAIG CONOVER","MARCIA CONOVER-HARRIS","MICHAEL SNELSON","CRAIG JENSEN","DALE WATSON","AMANDA MILLER"
"SP1659","DALE WATSON","CRAIG CONOVER","CRAIG JENSEN","MARCIA CONOVER-HARRIS","XIMENA M. BISHOP","MICHAEL SNELSON","AMANDA MILLER"
"SP1660","MICHAEL SNELSON","CRAIG JENSEN","AMANDA MILLER","MARCIA CONOVER-HARRIS","CRAIG CONOVER","XIMENA M. BISHOP","DALE WATSON"
"SP1661","CRAIG CONOVER","skipped","skipped","skipped","skipped","skipped","skipped"
"SP1662","CRAIG CONOVER","MICHAEL SNELSON","XIMENA M. BISHOP","DALE WATSON","CRAIG JENSEN","AMANDA MILLER","MARCIA CONOVER-HARRIS"
"SP1663","AMANDA MILLER","CRAIG CONOVER","DALE WATSON","skipped","skipped","skipped","skipped"
"SP1664","MICHAEL SNELSON","CRAIG CONOVER","skipped","skipped","skipped","skipped","skipped"
"SP1665","AMANDA MILLER","CRAIG CONOVER","DALE WATSON","skipped","skipped","skipped","skipped"
"SP1666","CRAIG JENSEN","AMANDA MILLER","MARCIA CONOVER-HARRIS","MICHAEL SNELSON","CRAIG CONOVER","XIMENA M. BISHOP","DALE WATSON"
"SP1667","MARCIA CONOVER-HARRIS","XIMENA M. BISHOP","CRAIG JENSEN","DALE WATSON","MICHAEL SNELSON","CRAIG CONOVER","AMANDA MILLER"
"SP1668","CRAIG CONOVER","skipped","skipped","skipped","skipped","skipped","skipped"
"SP1669","XIMENA M. BISHOP","MICHAEL SNELSON","MARCIA CONOVER-HARRIS","CRAIG JENSEN","AMANDA MILLER","CRAIG CONOVER","DALE WATSON"
"SP1670","MICHAEL SNELSON","CRAIG JENSEN","MARCIA CONOVER-HARRIS","XIMENA M. BISHOP","CRAIG CONOVER","AMANDA MILLER","DALE WATSON"
"SP1671","XIMENA M. BISHOP","AMANDA MILLER","MICHAEL SNELSON","CRAIG JENSEN","DALE WATSON","CRAIG CONOVER","MARCIA CONOVER-HARRIS"
"SP1672","MICHAEL SNELSON","DALE WATSON","CRAIG JENSEN","CRAIG CONOVER","XIMENA M. BISHOP","AMANDA MILLER","MARCIA CONOVER-HARRIS"
"SP1673","CRAIG JENSEN","MICHAEL SNELSON","XIMENA M. BISHOP","skipped","skipped","skipped","skipped"
"SP1674","MICHAEL SNELSON","CRAIG JENSEN","XIMENA M. BISHOP","MARCIA CONOVER-HARRIS","DALE WATSON","CRAIG CONOVER","AMANDA MILLER"
"SP1675","MARCIA CONOVER-HARRIS","CRAIG CONOVER","XIMENA M. BISHOP","MICHAEL SNELSON","CRAIG JENSEN","AMANDA MILLER","DALE WATSON"
"SP1676","XIMENA M. BISHOP","CRAIG CONOVER","MARCIA CONOVER-HARRIS","skipped","skipped","skipped","skipped"
"SP1677","DALE WATSON","MICHAEL SNELSON","MARCIA CONOVER-HARRIS","XIMENA M. BISHOP","CRAIG CONOVER","CRAIG JENSEN","AMANDA MILLER"
"SP1678","MICHAEL SNELSON","XIMENA M. BISHOP","DALE WATSON","CRAIG JENSEN","CRAIG CONOVER","MARCIA CONOVER-HARRIS","AMANDA MILLER"
"SP1679","CRAIG CONOVER","MICHAEL SNELSON","XIMENA M. BISHOP","DALE WATSON","CRAIG JENSEN","AMANDA MILLER","MARCIA CONOVER-HARRIS"
"SP1680","DALE WATSON","MICHAEL SNELSON","MARCIA CONOVER-HARRIS","XIMENA M. BISHOP","CRAIG CONOVER","CRAIG JENSEN","AMANDA MILLER"
"SP1681","MARCIA CONOVER-HARRIS","DALE WATSON","CRAIG CONOVER","CRAIG JENSEN","AMANDA MILLER","MICHAEL SNELSON","XIMENA M. BISHOP"
"SP1682","MICHAEL SNELSON","CRAIG JENSEN","MARCIA CONOVER-HARRIS","XIMENA M. BISHOP","CRAIG CONOVER","DALE WATSON","skipped"
"SP1683","XIMENA M. BISHOP","DALE WATSON","skipped","skipped","skipped","skipped","skipped"
"SP1684","XIMENA M. BISHOP","MICHAEL SNELSON","MARCIA CONOVER-HARRIS","AMANDA MILLER","CRAIG JENSEN","DALE WATSON","CRAIG CONOVER"
"SP1685","DALE WATSON","MICHAEL SNELSON","CRAIG JENSEN","MARCIA CONOVER-HARRIS","CRAIG CONOVER","XIMENA M. BISHOP","AMANDA MILLER"
"SP1686","XIMENA M. BISHOP","CRAIG CONOVER","MARCIA CONOVER-HARRIS","MICHAEL SNELSON","CRAIG JENSEN","AMANDA MILLER","DALE WATSON"
"SP1687","MICHAEL SNELSON","DALE WATSON","CRAIG CONOVER","CRAIG JENSEN","XIMENA M. BISHOP","MARCIA CONOVER-HARRIS","AMANDA MILLER"
"SP1688","CRAIG CONOVER","MICHAEL SNELSON","MARCIA CONOVER-HARRIS","skipped","skipped","skipped","skipped"
"SP1689","CRAIG CONOVER","MARCIA CONOVER-HARRIS","skipped","skipped","skipped","skipped","skipped"
"SP1690","CRAIG CONOVER","MICHAEL SNELSON","CRAIG JENSEN","AMANDA MILLER","MARCIA CONOVER-HARRIS","XIMENA M. BISHOP","DALE WATSON"
"SP1691","MARCIA CONOVER-HARRIS","AMANDA MILLER","CRAIG CONOVER","MICHAEL SNELSON","DALE WATSON","XIMENA M. BISHOP","CRAIG JENSEN"
"SP1692","MICHAEL SNELSON","DALE WATSON","CRAIG CONOVER","CRAIG JENSEN","XIMENA M. BISHOP","MARCIA CONOVER-HARRIS","AMANDA MILLER"
"SP1693","MICHAEL SNELSON","skipped","skipped","skipped","skipped","skipped","skipped"
"SP1694","AMANDA MILLER","CRAIG CONOVER","MARCIA CONOVER-HARRIS","DALE WATSON","CRAIG JENSEN","XIMENA M. BISHOP","MICHAEL SNELSON"
"SP1695","MICHAEL SNELSON","CRAIG JENSEN","CRAIG CONOVER","MARCIA CONOVER-HARRIS","DALE WATSON","XIMENA M. BISHOP","AMANDA MILLER"
"SP1696","MICHAEL SNELSON","CRAIG CONOVER","DALE WATSON","CRAIG JENSEN","skipped","skipped","skipped"
"SP1697","MICHAEL SNELSON","CRAIG JENSEN","CRAIG CONOVER","MARCIA CONOVER-HARRIS","AMANDA MILLER","DALE WATSON","XIMENA M. BISHOP"
"SP1698","CRAIG JENSEN","XIMENA M. BISHOP","DALE WATSON","MICHAEL SNELSON","CRAIG CONOVER","AMANDA MILLER","MARCIA CONOVER-HARRIS"
"SP1699","MICHAEL SNELSON","CRAIG JENSEN","DALE WATSON","XIMENA M. BISHOP","skipped","skipped","skipped"
"SP1700","MICHAEL SNELSON","CRAIG JENSEN","CRAIG CONOVER","AMANDA MILLER","DALE WATSON","XIMENA M. BISHOP","MARCIA CONOVER-HARRIS"
"SP1701","CRAIG JENSEN","MICHAEL SNELSON","CRAIG CONOVER","skipped","skipped","skipped","skipped"
"SP1702","XIMENA M. BISHOP","MICHAEL SNELSON","CRAIG JENSEN","DALE WATSON","AMANDA MILLER","CRAIG CONOVER","MARCIA CONOVER-HARRIS"
"SP1703","CRAIG CONOVER","MARCIA CONOVER-HARRIS","AMANDA MILLER","CRAIG JENSEN","MICHAEL SNELSON","XIMENA M. BISHOP","DALE WATSON"
"SP1704","AMANDA MILLER","CRAIG JENSEN","DALE WATSON","XIMENA M. BISHOP","MICHAEL SNELSON","MARCIA CONOVER-HARRIS","CRAIG CONOVER"
"SP1705","AMANDA MILLER","DALE WATSON","CRAIG JENSEN","skipped","skipped","skipped","skipped"
"SP1706","CRAIG JENSEN","DALE WATSON","XIMENA M. BISHOP","CRAIG CONOVER","MICHAEL SNELSON","MARCIA CONOVER-HARRIS","AMANDA MILLER"
"SP1707","CRAIG CONOVER","MICHAEL SNELSON","CRAIG JENSEN","MARCIA CONOVER-HARRIS","DALE WATSON","XIMENA M. BISHOP","AMANDA MILLER"
"SP1708","MICHAEL SNELSON","CRAIG JENSEN","DALE WATSON","XIMENA M. BISHOP","CRAIG CONOVER","MARCIA CONOVER-HARRIS","AMANDA MILLER"
"SP1709","XIMENA M. BISHOP","CRAIG CONOVER","MICHAEL SNELSON","CRAIG JENSEN","DALE WATSON","MARCIA CONOVER-HARRIS","AMANDA MILLER"
"SP1710","XIMENA M. BISHOP","MICHAEL SNELSON","CRAIG JENSEN","DALE WATSON","MARCIA CONOVER-HARRIS","CRAIG CONOVER","AMANDA MILLER"
"SP1711","MICHAEL SNELSON","MARCIA CONOVER-HARRIS","XIMENA M. BISHOP","skipped","skipped","skipped","skipped"
"SP1712","MARCIA CONOVER-HARRIS","CRAIG CONOVER","MICHAEL SNELSON","XIMENA M. BISHOP","DALE WATSON","AMANDA MILLER","CRAIG JENSEN"
"SP1713","MICHAEL SNELSON","CRAIG JENSEN","DALE WATSON","XIMENA M. BISHOP","skipped","skipped","skipped"
"SP1714","MARCIA CONOVER-HARRIS","XIMENA M. BISHOP","CRAIG CONOVER","CRAIG JENSEN","MICHAEL SNELSON","DALE WATSON","AMANDA MILLER"
"SP1715","MICHAEL SNELSON","CRAIG CONOVER","AMANDA MILLER","CRAIG JENSEN","MARCIA CONOVER-HARRIS","XIMENA M. BISHOP","DALE WATSON"
"SP1716","CRAIG JENSEN","MICHAEL SNELSON","AMANDA MILLER","DALE WATSON","MARCIA CONOVER-HARRIS","CRAIG CONOVER","XIMENA M. BISHOP"
"SP1717","XIMENA M. BISHOP","AMANDA MILLER","MARCIA CONOVER-HARRIS","CRAIG CONOVER","CRAIG JENSEN","MICHAEL SNELSON","DALE WATSON"
"SP1718","MICHAEL SNELSON","DALE WATSON","XIMENA M. BISHOP","AMANDA MILLER","CRAIG CONOVER","CRAIG JENSEN","MARCIA CONOVER-HARRIS"
"SP1719","AMANDA MILLER","XIMENA M. BISHOP","DALE WATSON","CRAIG JENSEN","MICHAEL SNELSON","MARCIA CONOVER-HARRIS","CRAIG CONOVER"
"SP1720","DALE WATSON","skipped","skipped","skipped","skipped","skipped","skipped"
"SP1721","MICHAEL SNELSON","DALE WATSON","CRAIG JENSEN","CRAIG CONOVER","MARCIA CONOVER-HARRIS","AMANDA MILLER","XIMENA M. BISHOP"
"SP1722","MICHAEL SNELSON","DALE WATSON","MARCIA CONOVER-HARRIS","CRAIG JENSEN","CRAIG CONOVER","skipped","skipped"
"SP1723","CRAIG CONOVER","MARCIA CONOVER-HARRIS","XIMENA M. BISHOP","CRAIG JENSEN","MICHAEL SNELSON","AMANDA MILLER","DALE WATSON"
"SP1724","CRAIG JENSEN","CRAIG CONOVER","DALE WATSON","MARCIA CONOVER-HARRIS","AMANDA MILLER","MICHAEL SNELSON","XIMENA M. BISHOP"
"SP1725","MARCIA CONOVER-HARRIS","DALE WATSON","XIMENA M. BISHOP","CRAIG CONOVER","CRAIG JENSEN","MICHAEL SNELSON","AMANDA MILLER"
"SP1726","MICHAEL SNELSON","XIMENA M. BISHOP","CRAIG JENSEN","AMANDA MILLER","DALE WATSON","CRAIG CONOVER","MARCIA CONOVER-HARRIS"
"SP1727","XIMENA M. BISHOP","MICHAEL SNELSON","DALE WATSON","CRAIG JENSEN","skipped","skipped","skipped"
"SP1728","MARCIA CONOVER-HARRIS","AMANDA MILLER","XIMENA M. BISHOP","CRAIG JENSEN","CRAIG CONOVER","DALE WATSON","MICHAEL SNELSON"
"SP1729","CRAIG JENSEN","XIMENA M. BISHOP","skipped","skipped","skipped","skipped","skipped"
"SP1730","CRAIG JENSEN","XIMENA M. BISHOP","skipped","skipped","skipped","skipped","skipped"
"SP1731","CRAIG JENSEN","XIMENA M. BISHOP","skipped","skipped","skipped","skipped","skipped"
"SP1732","XIMENA M. BISHOP","MARCIA CONOVER-HARRIS","CRAIG CONOVER","MICHAEL SNELSON","AMANDA MILLER","CRAIG JENSEN","DALE WATSON"
"SP1733","XIMENA M. BISHOP","MARCIA CONOVER-HARRIS","CRAIG CONOVER","MICHAEL SNELSON","AMANDA MILLER","CRAIG JENSEN","DALE WATSON"
"SP1734","MARCIA CONOVER-HARRIS","CRAIG CONOVER","XIMENA M. BISHOP","DALE WATSON","CRAIG JENSEN","AMANDA MILLER","MICHAEL SNELSON"
"SP1735","CRAIG JENSEN","DALE WATSON","MICHAEL SNELSON","CRAIG CONOVER","XIMENA M. BISHOP","MARCIA CONOVER-HARRIS","AMANDA MILLER"
"SP1736","CRAIG JENSEN","DALE WATSON","MICHAEL SNELSON","CRAIG CONOVER","XIMENA M. BISHOP","MARCIA CONOVER-HARRIS","AMANDA MILLER"
"SP1737","XIMENA M. BISHOP","AMANDA MILLER","CRAIG JENSEN","MICHAEL SNELSON","DALE WATSON","MARCIA CONOVER-HARRIS","CRAIG CONOVER"
"SP1738","MARCIA CONOVER-HARRIS","MARCIA CONOVER-HARRIS","CRAIG JENSEN","MICHAEL SNELSON","AMANDA MILLER","MICHAEL SNELSON","DALE WATSON"
"SP1739","CRAIG JENSEN","CRAIG CONOVER","MICHAEL SNELSON","MARCIA CONOVER-HARRIS","XIMENA M. BISHOP","AMANDA MILLER","DALE WATSON"
"SP1740","XIMENA M. BISHOP","skipped","skipped","skipped","skipped","skipped","skipped"
"SP1741","CRAIG JENSEN","MICHAEL SNELSON","DALE WATSON","XIMENA M. BISHOP","skipped","skipped","skipped"
"SP1742","MICHAEL SNELSON","CRAIG JENSEN","XIMENA M. BISHOP","AMANDA MILLER","DALE WATSON","CRAIG CONOVER","MARCIA CONOVER-HARRIS"
"SP1743","XIMENA M. BISHOP","CRAIG CONOVER","MARCIA CONOVER-HARRIS","CRAIG JENSEN","DALE WATSON","MICHAEL SNELSON","AMANDA MILLER"
"SP1744","MARCIA CONOVER-HARRIS","CRAIG CONOVER","MICHAEL SNELSON","skipped","skipped","skipped","skipped"
"SP1745","XIMENA M. BISHOP","CRAIG CONOVER","MARCIA CONOVER-HARRIS","CRAIG JENSEN","DALE WATSON","MICHAEL SNELSON","AMANDA MILLER"
"SP1746","CRAIG CONOVER","skipped","skipped","skipped","skipped","skipped","skipped"
"SP1747","MICHAEL SNELSON","CRAIG JENSEN","CRAIG CONOVER","DALE WATSON","MARCIA CONOVER-HARRIS","XIMENA M. BISHOP","AMANDA MILLER"
"SP1748","XIMENA M. BISHOP","MICHAEL SNELSON","DALE WATSON","CRAIG JENSEN","AMANDA MILLER","MARCIA CONOVER-HARRIS","CRAIG CONOVER"
"SP1749","CRAIG JENSEN","DALE WATSON","MICHAEL SNELSON","CRAIG CONOVER","MARCIA CONOVER-HARRIS","XIMENA M. BISHOP","AMANDA MILLER"
"SP1750","MICHAEL SNELSON","CRAIG JENSEN","CRAIG CONOVER","DALE WATSON","MARCIA CONOVER-HARRIS","XIMENA M. BISHOP","AMANDA MILLER"
"SP1751","MICHAEL SNELSON","XIMENA M. BISHOP","CRAIG CONOVER","CRAIG JENSEN","MARCIA CONOVER-HARRIS","DALE WATSON","AMANDA MILLER"
"SP1752","MICHAEL SNELSON","CRAIG CONOVER","XIMENA M. BISHOP","MARCIA CONOVER-HARRIS","CRAIG JENSEN","skipped","skipped"
"SP1753","AMANDA MILLER","MARCIA CONOVER-HARRIS","XIMENA M. BISHOP","DALE WATSON","CRAIG JENSEN","CRAIG CONOVER","MICHAEL SNELSON"
"SP1754","MICHAEL SNELSON","MARCIA CONOVER-HARRIS","XIMENA M. BISHOP","skipped","skipped","skipped","skipped"
"SP1755","CRAIG CONOVER","CRAIG JENSEN","DALE WATSON","MICHAEL SNELSON","MARCIA CONOVER-HARRIS","AMANDA MILLER","XIMENA M. BISHOP"
"SP1756","MICHAEL SNELSON","CRAIG CONOVER","CRAIG JENSEN","MARCIA CONOVER-HARRIS","AMANDA MILLER","XIMENA M. BISHOP","DALE WATSON"
"SP1757","CRAIG CONOVER","CRAIG JENSEN","MARCIA CONOVER-HARRIS","AMANDA MILLER","DALE WATSON","MICHAEL SNELSON","XIMENA M. BISHOP"
"SP1758","MICHAEL SNELSON","CRAIG CONOVER","AMANDA MILLER","XIMENA M. BISHOP","CRAIG JENSEN","DALE WATSON","MARCIA CONOVER-HARRIS"
"SP1759","XIMENA M. BISHOP","MICHAEL SNELSON","MARCIA CONOVER-HARRIS","AMANDA MILLER","CRAIG CONOVER","DALE WATSON","CRAIG JENSEN"
"SP1760","DALE WATSON","MICHAEL SNELSON","skipped","skipped","skipped","skipped","skipped"
"SP1761","MICHAEL SNELSON","CRAIG JENSEN","XIMENA M. BISHOP","DALE WATSON","AMANDA MILLER","MARCIA CONOVER-HARRIS","CRAIG CONOVER"
"SP1762","XIMENA M. BISHOP","CRAIG CONOVER","MARCIA CONOVER-HARRIS","CRAIG JENSEN","MICHAEL SNELSON","DALE WATSON","AMANDA MILLER"
"SP1763","CRAIG JENSEN","CRAIG JENSEN","CRAIG JENSEN","CRAIG JENSEN","CRAIG CONOVER","CRAIG CONOVER","CRAIG CONOVER"
"SP1764","MICHAEL SNELSON","CRAIG JENSEN","XIMENA M. BISHOP","MARCIA CONOVER-HARRIS","AMANDA MILLER","DALE WATSON","CRAIG CONOVER"
"SP1765","MICHAEL SNELSON","CRAIG JENSEN","CRAIG CONOVER","XIMENA M. BISHOP","MARCIA CONOVER-HARRIS","DALE WATSON","AMANDA MILLER"
"SP1766","DALE WATSON","MICHAEL SNELSON","CRAIG JENSEN","CRAIG CONOVER","skipped","skipped","skipped"
"SP1767","CRAIG CONOVER","MARCIA CONOVER-HARRIS","XIMENA M. BISHOP","MICHAEL SNELSON","DALE WATSON","CRAIG JENSEN","AMANDA MILLER"
"SP1768","CRAIG CONOVER","MARCIA CONOVER-HARRIS","MICHAEL SNELSON","CRAIG JENSEN","XIMENA M. BISHOP","DALE WATSON","AMANDA MILLER"
"SP1769","MICHAEL SNELSON","CRAIG JENSEN","AMANDA MILLER","skipped","skipped","skipped","skipped"
"SP1770","XIMENA M. BISHOP","MARCIA CONOVER-HARRIS","AMANDA MILLER","MICHAEL SNELSON","CRAIG JENSEN","CRAIG CONOVER","DALE WATSON"
"SP1771","MARCIA CONOVER-HARRIS","CRAIG CONOVER","XIMENA M. BISHOP","CRAIG JENSEN","AMANDA MILLER","MICHAEL SNELSON","DALE WATSON"
"SP1772","MICHAEL SNELSON","CRAIG JENSEN","AMANDA MILLER","skipped","skipped","skipped","skipped"
