"Index","rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9"
"LE3571","CHRIS CONDIE","PAUL HANCOCK","NICOLE KUNZE","LORI MCINTOSH LE","skipped","skipped","skipped","skipped","skipped"
"LE3572","MICHELLE MILES","LORI MCINTOSH LE","PAUL HANCOCK","CHRIS CONDIE","ETHAN M. ERICKSON","CAMI PURTSCHERT","NICOLE KUNZE","AARON BULLEN","MONTANE C HAMILTON"
"LE3573","PAUL HANCOCK","MICHELLE MILES","MONTANE C HAMILTON","CHRIS CONDIE","LORI MCINTOSH LE","ETHAN M. ERICKSON","CAMI PURTSCHERT","NICOLE KUNZE","AARON BULLEN"
"LE3574","MICHELLE MILES","CAMI PURTSCHERT","MONTANE C HAMILTON","LORI MCINTOSH LE","NICOLE KUNZE","AARON BULLEN","ETHAN M. ERICKSON","CHRIS CONDIE","PAUL HANCOCK"
"LE3575","CHRIS CONDIE","PAUL HANCOCK","CAMI PURTSCHERT","NICOLE KUNZE","AARON BULLEN","MICHELLE MILES","PAUL HANCOCK","MONTANE C HAMILTON","ETHAN M. ERICKSON"
"LE3576","NICOLE KUNZE","AARON BULLEN","CHRIS CONDIE","PAUL HANCOCK","LORI MCINTOSH LE","MICHELLE MILES","MONTANE C HAMILTON","CAMI PURTSCHERT","ETHAN M. ERICKSON"
"LE3577","ETHAN M. ERICKSON","MICHELLE MILES","PAUL HANCOCK","MONTANE C HAMILTON","LORI MCINTOSH LE","CAMI PURTSCHERT","NICOLE KUNZE","AARON BULLEN","CHRIS CONDIE"
"LE3578","NICOLE KUNZE","PAUL HANCOCK","LORI MCINTOSH LE","MICHELLE MILES","CHRIS CONDIE","AARON BULLEN","MONTANE C HAMILTON","CAMI PURTSCHERT","ETHAN M. ERICKSON"
"LE3579","NICOLE KUNZE","MICHELLE MILES","CAMI PURTSCHERT","LORI MCINTOSH LE","MONTANE C HAMILTON","PAUL HANCOCK","CHRIS CONDIE","AARON BULLEN","ETHAN M. ERICKSON"
"LE3580","NICOLE KUNZE","CHRIS CONDIE","CAMI PURTSCHERT","AARON BULLEN","LORI MCINTOSH LE","MONTANE C HAMILTON","PAUL HANCOCK","MICHELLE MILES","ETHAN M. ERICKSON"
"LE3581","CHRIS CONDIE","MICHELLE MILES","PAUL HANCOCK","LORI MCINTOSH LE","CAMI PURTSCHERT","MONTANE C HAMILTON","NICOLE KUNZE","AARON BULLEN","ETHAN M. ERICKSON"
"LE3582","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE3583","AARON BULLEN","MICHELLE MILES","PAUL HANCOCK","CHRIS CONDIE","skipped","skipped","skipped","skipped","skipped"
"LE3584","CAMI PURTSCHERT","MICHELLE MILES","MONTANE C HAMILTON","LORI MCINTOSH LE","NICOLE KUNZE","AARON BULLEN","PAUL HANCOCK","CHRIS CONDIE","ETHAN M. ERICKSON"
"LE3585","MICHELLE MILES","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE3586","PAUL HANCOCK","LORI MCINTOSH LE","NICOLE KUNZE","CHRIS CONDIE","MICHELLE MILES","AARON BULLEN","MONTANE C HAMILTON","CAMI PURTSCHERT","ETHAN M. ERICKSON"
"LE3587","MICHELLE MILES","AARON BULLEN","ETHAN M. ERICKSON","CAMI PURTSCHERT","PAUL HANCOCK","NICOLE KUNZE","LORI MCINTOSH LE","CHRIS CONDIE","MONTANE C HAMILTON"
"LE3588","NICOLE KUNZE","ETHAN M. ERICKSON","AARON BULLEN","PAUL HANCOCK","CAMI PURTSCHERT","CHRIS CONDIE","MICHELLE MILES","MONTANE C HAMILTON","LORI MCINTOSH LE"
"LE3589","CHRIS CONDIE","AARON BULLEN","MICHELLE MILES","CAMI PURTSCHERT","NICOLE KUNZE","PAUL HANCOCK","ETHAN M. ERICKSON","MONTANE C HAMILTON","LORI MCINTOSH LE"
"LE3590","LORI MCINTOSH LE","PAUL HANCOCK","CHRIS CONDIE","MICHELLE MILES","NICOLE KUNZE","MONTANE C HAMILTON","AARON BULLEN","CAMI PURTSCHERT","ETHAN M. ERICKSON"
"LE3591","MONTANE C HAMILTON","PAUL HANCOCK","NICOLE KUNZE","MICHELLE MILES","LORI MCINTOSH LE","AARON BULLEN","CHRIS CONDIE","skipped","skipped"
"LE3592","NICOLE KUNZE","LORI MCINTOSH LE","AARON BULLEN","PAUL HANCOCK","MICHELLE MILES","CHRIS CONDIE","MONTANE C HAMILTON","CAMI PURTSCHERT","ETHAN M. ERICKSON"
"LE3593","MICHELLE MILES","NICOLE KUNZE","CHRIS CONDIE","LORI MCINTOSH LE","PAUL HANCOCK","CAMI PURTSCHERT","MONTANE C HAMILTON","ETHAN M. ERICKSON","AARON BULLEN"
"LE3594","LORI MCINTOSH LE","MONTANE C HAMILTON","PAUL HANCOCK","CHRIS CONDIE","MICHELLE MILES","CAMI PURTSCHERT","ETHAN M. ERICKSON","NICOLE KUNZE","AARON BULLEN"
"LE3595","NICOLE KUNZE","MICHELLE MILES","AARON BULLEN","PAUL HANCOCK","skipped","skipped","skipped","skipped","skipped"
"LE3596","CHRIS CONDIE","AARON BULLEN","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE3597","CHRIS CONDIE","PAUL HANCOCK","LORI MCINTOSH LE","CAMI PURTSCHERT","NICOLE KUNZE","MONTANE C HAMILTON","MICHELLE MILES","NICOLE KUNZE","ETHAN M. ERICKSON"
"LE3598","MICHELLE MILES","AARON BULLEN","CAMI PURTSCHERT","ETHAN M. ERICKSON","NICOLE KUNZE","CHRIS CONDIE","PAUL HANCOCK","MONTANE C HAMILTON","LORI MCINTOSH LE"
"LE3599","AARON BULLEN","NICOLE KUNZE","MICHELLE MILES","MONTANE C HAMILTON","CAMI PURTSCHERT","skipped","skipped","skipped","skipped"
"LE3600","MICHELLE MILES","AARON BULLEN","ETHAN M. ERICKSON","NICOLE KUNZE","MONTANE C HAMILTON","LORI MCINTOSH LE","ETHAN M. ERICKSON","CHRIS CONDIE","PAUL HANCOCK"
"LE3601","LORI MCINTOSH LE","NICOLE KUNZE","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE3602","MONTANE C HAMILTON","MICHELLE MILES","AARON BULLEN","skipped","skipped","skipped","skipped","skipped","skipped"
"LE3603","CAMI PURTSCHERT","MONTANE C HAMILTON","CHRIS CONDIE","MICHELLE MILES","LORI MCINTOSH LE","NICOLE KUNZE","AARON BULLEN","ETHAN M. ERICKSON","PAUL HANCOCK"
"LE3604","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE3605","NICOLE KUNZE","PAUL HANCOCK","CAMI PURTSCHERT","CHRIS CONDIE","MONTANE C HAMILTON","MICHELLE MILES","ETHAN M. ERICKSON","LORI MCINTOSH LE","AARON BULLEN"
"LE3606","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE3607","PAUL HANCOCK","CHRIS CONDIE","NICOLE KUNZE","AARON BULLEN","LORI MCINTOSH LE","MONTANE C HAMILTON","MICHELLE MILES","CAMI PURTSCHERT","ETHAN M. ERICKSON"
"LE3608","LORI MCINTOSH LE","CAMI PURTSCHERT","AARON BULLEN","NICOLE KUNZE","MICHELLE MILES","PAUL HANCOCK","MONTANE C HAMILTON","ETHAN M. ERICKSON","CHRIS CONDIE"
"LE3609","PAUL HANCOCK","CHRIS CONDIE","NICOLE KUNZE","AARON BULLEN","LORI MCINTOSH LE","MONTANE C HAMILTON","MICHELLE MILES","CAMI PURTSCHERT","ETHAN M. ERICKSON"
"LE3610","CHRIS CONDIE","NICOLE KUNZE","PAUL HANCOCK","MICHELLE MILES","LORI MCINTOSH LE","MONTANE C HAMILTON","AARON BULLEN","ETHAN M. ERICKSON","CAMI PURTSCHERT"
"LE3611","PAUL HANCOCK","CHRIS CONDIE","NICOLE KUNZE","skipped","skipped","skipped","skipped","skipped","skipped"
"LE3612","LORI MCINTOSH LE","NICOLE KUNZE","MONTANE C HAMILTON","ETHAN M. ERICKSON","PAUL HANCOCK","MICHELLE MILES","CHRIS CONDIE","AARON BULLEN","CAMI PURTSCHERT"
"LE3613","PAUL HANCOCK","CHRIS CONDIE","NICOLE KUNZE","skipped","skipped","skipped","skipped","skipped","skipped"
"LE3614","CHRIS CONDIE","PAUL HANCOCK","NICOLE KUNZE","AARON BULLEN","MONTANE C HAMILTON","MICHELLE MILES","LORI MCINTOSH LE","CAMI PURTSCHERT","ETHAN M. ERICKSON"
"LE3615","AARON BULLEN","MICHELLE MILES","LORI MCINTOSH LE","CAMI PURTSCHERT","CHRIS CONDIE","NICOLE KUNZE","PAUL HANCOCK","MONTANE C HAMILTON","ETHAN M. ERICKSON"
"LE3616","AARON BULLEN","ETHAN M. ERICKSON","MICHELLE MILES","NICOLE KUNZE","AARON BULLEN","PAUL HANCOCK","MONTANE C HAMILTON","LORI MCINTOSH LE","CAMI PURTSCHERT"
"LE3617","PAUL HANCOCK","MICHELLE MILES","LORI MCINTOSH LE","CAMI PURTSCHERT","NICOLE KUNZE","ETHAN M. ERICKSON","MONTANE C HAMILTON","AARON BULLEN","CHRIS CONDIE"
"LE3618","LORI MCINTOSH LE","CAMI PURTSCHERT","NICOLE KUNZE","MICHELLE MILES","AARON BULLEN","PAUL HANCOCK","MONTANE C HAMILTON","CHRIS CONDIE","ETHAN M. ERICKSON"
"LE3619","CHRIS CONDIE","CAMI PURTSCHERT","ETHAN M. ERICKSON","NICOLE KUNZE","ETHAN M. ERICKSON","MICHELLE MILES","MONTANE C HAMILTON","PAUL HANCOCK","LORI MCINTOSH LE"
"LE3620","PAUL HANCOCK","CHRIS CONDIE","LORI MCINTOSH LE","NICOLE KUNZE","MONTANE C HAMILTON","AARON BULLEN","MICHELLE MILES","CAMI PURTSCHERT","ETHAN M. ERICKSON"
"LE3621","LORI MCINTOSH LE","PAUL HANCOCK","MONTANE C HAMILTON","CAMI PURTSCHERT","CHRIS CONDIE","MICHELLE MILES","NICOLE KUNZE","AARON BULLEN","ETHAN M. ERICKSON"
"LE3622","CHRIS CONDIE","MICHELLE MILES","CAMI PURTSCHERT","NICOLE KUNZE","AARON BULLEN","PAUL HANCOCK","MONTANE C HAMILTON","LORI MCINTOSH LE","ETHAN M. ERICKSON"
"LE3623","MICHELLE MILES","LORI MCINTOSH LE","PAUL HANCOCK","CHRIS CONDIE","NICOLE KUNZE","CHRIS CONDIE","ETHAN M. ERICKSON","AARON BULLEN","CAMI PURTSCHERT"
"LE3624","PAUL HANCOCK","MONTANE C HAMILTON","CHRIS CONDIE","NICOLE KUNZE","AARON BULLEN","LORI MCINTOSH LE","CAMI PURTSCHERT","MICHELLE MILES","skipped"
"LE3625","LORI MCINTOSH LE","CHRIS CONDIE","MONTANE C HAMILTON","skipped","skipped","skipped","skipped","skipped","skipped"
"LE3626","AARON BULLEN","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE3627","CHRIS CONDIE","PAUL HANCOCK","NICOLE KUNZE","MICHELLE MILES","MONTANE C HAMILTON","LORI MCINTOSH LE","CAMI PURTSCHERT","AARON BULLEN","ETHAN M. ERICKSON"
"LE3628","AARON BULLEN","MICHELLE MILES","ETHAN M. ERICKSON","CAMI PURTSCHERT","LORI MCINTOSH LE","NICOLE KUNZE","CHRIS CONDIE","MONTANE C HAMILTON","PAUL HANCOCK"
"LE3629","PAUL HANCOCK","CHRIS CONDIE","AARON BULLEN","LORI MCINTOSH LE","NICOLE KUNZE","MONTANE C HAMILTON","CAMI PURTSCHERT","MICHELLE MILES","ETHAN M. ERICKSON"
"LE3630","CHRIS CONDIE","MICHELLE MILES","AARON BULLEN","NICOLE KUNZE","CAMI PURTSCHERT","PAUL HANCOCK","ETHAN M. ERICKSON","LORI MCINTOSH LE","MONTANE C HAMILTON"
"LE3631","PAUL HANCOCK","CHRIS CONDIE","AARON BULLEN","LORI MCINTOSH LE","NICOLE KUNZE","MICHELLE MILES","CAMI PURTSCHERT","MONTANE C HAMILTON","ETHAN M. ERICKSON"
"LE3632","ETHAN M. ERICKSON","AARON BULLEN","AARON BULLEN","AARON BULLEN","AARON BULLEN","AARON BULLEN","AARON BULLEN","AARON BULLEN","AARON BULLEN"
"LE3633","PAUL HANCOCK","CHRIS CONDIE","AARON BULLEN","LORI MCINTOSH LE","NICOLE KUNZE","MICHELLE MILES","CAMI PURTSCHERT","MONTANE C HAMILTON","ETHAN M. ERICKSON"
"LE3634","CHRIS CONDIE","CAMI PURTSCHERT","PAUL HANCOCK","ETHAN M. ERICKSON","NICOLE KUNZE","LORI MCINTOSH LE","MICHELLE MILES","AARON BULLEN","MONTANE C HAMILTON"
"LE3635","PAUL HANCOCK","CHRIS CONDIE","AARON BULLEN","LORI MCINTOSH LE","NICOLE KUNZE","MONTANE C HAMILTON","CAMI PURTSCHERT","MICHELLE MILES","ETHAN M. ERICKSON"
"LE3636","MICHELLE MILES","NICOLE KUNZE","CAMI PURTSCHERT","skipped","skipped","skipped","skipped","skipped","skipped"
"LE3637","AARON BULLEN","MONTANE C HAMILTON","CHRIS CONDIE","NICOLE KUNZE","LORI MCINTOSH LE","MICHELLE MILES","PAUL HANCOCK","CAMI PURTSCHERT","ETHAN M. ERICKSON"
"LE3638","MICHELLE MILES","AARON BULLEN","CAMI PURTSCHERT","LORI MCINTOSH LE","ETHAN M. ERICKSON","NICOLE KUNZE","PAUL HANCOCK","MONTANE C HAMILTON","CHRIS CONDIE"
"LE3639","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE3640","PAUL HANCOCK","CHRIS CONDIE","LORI MCINTOSH LE","AARON BULLEN","MONTANE C HAMILTON","skipped","skipped","skipped","skipped"
"LE3641","PAUL HANCOCK","CHRIS CONDIE","CAMI PURTSCHERT","LORI MCINTOSH LE","MONTANE C HAMILTON","ETHAN M. ERICKSON","AARON BULLEN","MICHELLE MILES","NICOLE KUNZE"
"LE3642","CHRIS CONDIE","PAUL HANCOCK","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE3643","LORI MCINTOSH LE","CHRIS CONDIE","MONTANE C HAMILTON","NICOLE KUNZE","PAUL HANCOCK","MICHELLE MILES","CAMI PURTSCHERT","AARON BULLEN","ETHAN M. ERICKSON"
"LE3644","NICOLE KUNZE","CHRIS CONDIE","PAUL HANCOCK","MONTANE C HAMILTON","LORI MCINTOSH LE","MICHELLE MILES","AARON BULLEN","skipped","skipped"
"LE3645","LORI MCINTOSH LE","CAMI PURTSCHERT","PAUL HANCOCK","MONTANE C HAMILTON","MICHELLE MILES","NICOLE KUNZE","CHRIS CONDIE","ETHAN M. ERICKSON","AARON BULLEN"
"LE3646","NICOLE KUNZE","CHRIS CONDIE","LORI MCINTOSH LE","PAUL HANCOCK","MONTANE C HAMILTON","MICHELLE MILES","AARON BULLEN","CAMI PURTSCHERT","ETHAN M. ERICKSON"
"LE3647","MICHELLE MILES","CHRIS CONDIE","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE3648","AARON BULLEN","overvote","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE3649","AARON BULLEN","MICHELLE MILES","ETHAN M. ERICKSON","CAMI PURTSCHERT","LORI MCINTOSH LE","NICOLE KUNZE","CHRIS CONDIE","MONTANE C HAMILTON","PAUL HANCOCK"
"LE3650","PAUL HANCOCK","CHRIS CONDIE","AARON BULLEN","LORI MCINTOSH LE","NICOLE KUNZE","MONTANE C HAMILTON","CAMI PURTSCHERT","MICHELLE MILES","ETHAN M. ERICKSON"
"LE3651","CHRIS CONDIE","LORI MCINTOSH LE","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE3652","AARON BULLEN","NICOLE KUNZE","MONTANE C HAMILTON","CAMI PURTSCHERT","ETHAN M. ERICKSON","MICHELLE MILES","LORI MCINTOSH LE","PAUL HANCOCK","CHRIS CONDIE"
"LE3653","PAUL HANCOCK","CAMI PURTSCHERT","CHRIS CONDIE","LORI MCINTOSH LE","MICHELLE MILES","AARON BULLEN","MONTANE C HAMILTON","NICOLE KUNZE","ETHAN M. ERICKSON"
"LE3654","CHRIS CONDIE","PAUL HANCOCK","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE3655","PAUL HANCOCK","LORI MCINTOSH LE","CHRIS CONDIE","MICHELLE MILES","AARON BULLEN","skipped","skipped","skipped","skipped"
"LE3656","CHRIS CONDIE","PAUL HANCOCK","MICHELLE MILES","NICOLE KUNZE","LORI MCINTOSH LE","MONTANE C HAMILTON","AARON BULLEN","CAMI PURTSCHERT","ETHAN M. ERICKSON"
"LE3657","LORI MCINTOSH LE","MICHELLE MILES","CAMI PURTSCHERT","NICOLE KUNZE","MONTANE C HAMILTON","PAUL HANCOCK","AARON BULLEN","ETHAN M. ERICKSON","CHRIS CONDIE"
"LE3658","MICHELLE MILES","CHRIS CONDIE","NICOLE KUNZE","CAMI PURTSCHERT","AARON BULLEN","PAUL HANCOCK","LORI MCINTOSH LE","MONTANE C HAMILTON","ETHAN M. ERICKSON"
"LE3659","CHRIS CONDIE","PAUL HANCOCK","MICHELLE MILES","NICOLE KUNZE","skipped","skipped","skipped","skipped","skipped"
"LE3660","NICOLE KUNZE","PAUL HANCOCK","LORI MCINTOSH LE","AARON BULLEN","CAMI PURTSCHERT","CHRIS CONDIE","MONTANE C HAMILTON","ETHAN M. ERICKSON","MICHELLE MILES"
"LE3661","LORI MCINTOSH LE","CHRIS CONDIE","PAUL HANCOCK","MICHELLE MILES","AARON BULLEN","skipped","skipped","skipped","skipped"
"LE3662","MICHELLE MILES","AARON BULLEN","NICOLE KUNZE","CAMI PURTSCHERT","MONTANE C HAMILTON","CHRIS CONDIE","PAUL HANCOCK","LORI MCINTOSH LE","ETHAN M. ERICKSON"
"LE3663","PAUL HANCOCK","NICOLE KUNZE","AARON BULLEN","CHRIS CONDIE","CAMI PURTSCHERT","MICHELLE MILES","LORI MCINTOSH LE","MONTANE C HAMILTON","ETHAN M. ERICKSON"
"LE3664","MICHELLE MILES","AARON BULLEN","CAMI PURTSCHERT","NICOLE KUNZE","LORI MCINTOSH LE","MONTANE C HAMILTON","ETHAN M. ERICKSON","PAUL HANCOCK","CHRIS CONDIE"
"LE3665","LORI MCINTOSH LE","PAUL HANCOCK","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE3666","CHRIS CONDIE","PAUL HANCOCK","AARON BULLEN","MONTANE C HAMILTON","MICHELLE MILES","NICOLE KUNZE","LORI MCINTOSH LE","CAMI PURTSCHERT","ETHAN M. ERICKSON"
"LE3667","overvote","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE3668","LORI MCINTOSH LE","AARON BULLEN","PAUL HANCOCK","ETHAN M. ERICKSON","CAMI PURTSCHERT","NICOLE KUNZE","MONTANE C HAMILTON","MICHELLE MILES","CHRIS CONDIE"
"LE3669","CHRIS CONDIE","AARON BULLEN","PAUL HANCOCK","CAMI PURTSCHERT","MICHELLE MILES","LORI MCINTOSH LE","NICOLE KUNZE","MONTANE C HAMILTON","ETHAN M. ERICKSON"
"LE3670","AARON BULLEN","MICHELLE MILES","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE3671","LORI MCINTOSH LE","MONTANE C HAMILTON","AARON BULLEN","CHRIS CONDIE","CAMI PURTSCHERT","PAUL HANCOCK","MICHELLE MILES","NICOLE KUNZE","ETHAN M. ERICKSON"
"LE3672","PAUL HANCOCK","CHRIS CONDIE","LORI MCINTOSH LE","NICOLE KUNZE","MONTANE C HAMILTON","AARON BULLEN","CAMI PURTSCHERT","ETHAN M. ERICKSON","MICHELLE MILES"
"LE3673","CHRIS CONDIE","PAUL HANCOCK","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE3674","NICOLE KUNZE","CAMI PURTSCHERT","AARON BULLEN","LORI MCINTOSH LE","MONTANE C HAMILTON","PAUL HANCOCK","MICHELLE MILES","CHRIS CONDIE","ETHAN M. ERICKSON"
"LE3675","LORI MCINTOSH LE","PAUL HANCOCK","ETHAN M. ERICKSON","CHRIS CONDIE","NICOLE KUNZE","CAMI PURTSCHERT","AARON BULLEN","MICHELLE MILES","MONTANE C HAMILTON"
"LE3676","CAMI PURTSCHERT","AARON BULLEN","CHRIS CONDIE","MICHELLE MILES","LORI MCINTOSH LE","PAUL HANCOCK","NICOLE KUNZE","MONTANE C HAMILTON","ETHAN M. ERICKSON"
"LE3677","CAMI PURTSCHERT","ETHAN M. ERICKSON","AARON BULLEN","MICHELLE MILES","PAUL HANCOCK","CHRIS CONDIE","MONTANE C HAMILTON","NICOLE KUNZE","LORI MCINTOSH LE"
"LE3678","CHRIS CONDIE","MONTANE C HAMILTON","LORI MCINTOSH LE","NICOLE KUNZE","PAUL HANCOCK","AARON BULLEN","CAMI PURTSCHERT","ETHAN M. ERICKSON","MICHELLE MILES"
"LE3679","NICOLE KUNZE","CAMI PURTSCHERT","AARON BULLEN","MICHELLE MILES","MONTANE C HAMILTON","LORI MCINTOSH LE","ETHAN M. ERICKSON","CHRIS CONDIE","PAUL HANCOCK"
"LE3680","LORI MCINTOSH LE","NICOLE KUNZE","AARON BULLEN","CHRIS CONDIE","PAUL HANCOCK","MICHELLE MILES","MONTANE C HAMILTON","ETHAN M. ERICKSON","CAMI PURTSCHERT"
"LE3681","CHRIS CONDIE","LORI MCINTOSH LE","ETHAN M. ERICKSON","NICOLE KUNZE","AARON BULLEN","MICHELLE MILES","PAUL HANCOCK","MONTANE C HAMILTON","CAMI PURTSCHERT"
"LE3682","AARON BULLEN","CHRIS CONDIE","PAUL HANCOCK","LORI MCINTOSH LE","MONTANE C HAMILTON","LORI MCINTOSH LE","CAMI PURTSCHERT","NICOLE KUNZE","ETHAN M. ERICKSON"
"LE3683","PAUL HANCOCK","NICOLE KUNZE","CHRIS CONDIE","MICHELLE MILES","LORI MCINTOSH LE","MONTANE C HAMILTON","skipped","skipped","skipped"
"LE3684","ETHAN M. ERICKSON","AARON BULLEN","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE3685","PAUL HANCOCK","CHRIS CONDIE","NICOLE KUNZE","LORI MCINTOSH LE","MONTANE C HAMILTON","CAMI PURTSCHERT","ETHAN M. ERICKSON","MICHELLE MILES","AARON BULLEN"
"LE3686","CAMI PURTSCHERT","LORI MCINTOSH LE","MICHELLE MILES","NICOLE KUNZE","PAUL HANCOCK","AARON BULLEN","ETHAN M. ERICKSON","MONTANE C HAMILTON","CHRIS CONDIE"
"LE3687","AARON BULLEN","MICHELLE MILES","CAMI PURTSCHERT","ETHAN M. ERICKSON","LORI MCINTOSH LE","NICOLE KUNZE","CHRIS CONDIE","PAUL HANCOCK","MONTANE C HAMILTON"
"LE3688","CHRIS CONDIE","PAUL HANCOCK","MICHELLE MILES","LORI MCINTOSH LE","MONTANE C HAMILTON","CAMI PURTSCHERT","NICOLE KUNZE","AARON BULLEN","ETHAN M. ERICKSON"
"LE3689","CAMI PURTSCHERT","MONTANE C HAMILTON","PAUL HANCOCK","AARON BULLEN","CHRIS CONDIE","LORI MCINTOSH LE","MICHELLE MILES","NICOLE KUNZE","ETHAN M. ERICKSON"
"LE3690","NICOLE KUNZE","PAUL HANCOCK","MONTANE C HAMILTON","LORI MCINTOSH LE","CHRIS CONDIE","MICHELLE MILES","AARON BULLEN","CAMI PURTSCHERT","ETHAN M. ERICKSON"
"LE3691","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE3692","NICOLE KUNZE","LORI MCINTOSH LE","MONTANE C HAMILTON","MICHELLE MILES","AARON BULLEN","CAMI PURTSCHERT","ETHAN M. ERICKSON","PAUL HANCOCK","CHRIS CONDIE"
"LE3693","LORI MCINTOSH LE","NICOLE KUNZE","PAUL HANCOCK","CHRIS CONDIE","CAMI PURTSCHERT","MONTANE C HAMILTON","AARON BULLEN","MICHELLE MILES","ETHAN M. ERICKSON"
"LE3694","MICHELLE MILES","AARON BULLEN","CAMI PURTSCHERT","skipped","skipped","skipped","skipped","skipped","skipped"
"LE3695","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE3696","CHRIS CONDIE","LORI MCINTOSH LE","AARON BULLEN","MONTANE C HAMILTON","PAUL HANCOCK","MICHELLE MILES","NICOLE KUNZE","CAMI PURTSCHERT","ETHAN M. ERICKSON"
"LE3697","AARON BULLEN","MICHELLE MILES","CAMI PURTSCHERT","CHRIS CONDIE","NICOLE KUNZE","skipped","skipped","skipped","skipped"
"LE3698","CHRIS CONDIE","LORI MCINTOSH LE","NICOLE KUNZE","AARON BULLEN","PAUL HANCOCK","CAMI PURTSCHERT","MONTANE C HAMILTON","MICHELLE MILES","ETHAN M. ERICKSON"
"LE3699","MICHELLE MILES","AARON BULLEN","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE3700","CHRIS CONDIE","LORI MCINTOSH LE","NICOLE KUNZE","AARON BULLEN","PAUL HANCOCK","MONTANE C HAMILTON","CAMI PURTSCHERT","MICHELLE MILES","ETHAN M. ERICKSON"
"LE3701","CAMI PURTSCHERT","MICHELLE MILES","AARON BULLEN","PAUL HANCOCK","LORI MCINTOSH LE","MONTANE C HAMILTON","NICOLE KUNZE","ETHAN M. ERICKSON","CHRIS CONDIE"
"LE3702","PAUL HANCOCK","CHRIS CONDIE","AARON BULLEN","LORI MCINTOSH LE","NICOLE KUNZE","MONTANE C HAMILTON","CAMI PURTSCHERT","MICHELLE MILES","ETHAN M. ERICKSON"
"LE3703","CAMI PURTSCHERT","CHRIS CONDIE","ETHAN M. ERICKSON","MONTANE C HAMILTON","PAUL HANCOCK","AARON BULLEN","MICHELLE MILES","NICOLE KUNZE","LORI MCINTOSH LE"
"LE3704","MICHELLE MILES","CAMI PURTSCHERT","AARON BULLEN","LORI MCINTOSH LE","NICOLE KUNZE","skipped","skipped","skipped","skipped"
"LE3705","PAUL HANCOCK","CAMI PURTSCHERT","CHRIS CONDIE","skipped","skipped","skipped","skipped","skipped","skipped"
"LE3706","ETHAN M. ERICKSON","MICHELLE MILES","CAMI PURTSCHERT","NICOLE KUNZE","MONTANE C HAMILTON","LORI MCINTOSH LE","AARON BULLEN","PAUL HANCOCK","CHRIS CONDIE"
"LE3707","CAMI PURTSCHERT","LORI MCINTOSH LE","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE3708","ETHAN M. ERICKSON","MICHELLE MILES","LORI MCINTOSH LE","NICOLE KUNZE","MONTANE C HAMILTON","AARON BULLEN","CAMI PURTSCHERT","PAUL HANCOCK","CHRIS CONDIE"
"LE3709","AARON BULLEN","MICHELLE MILES","CHRIS CONDIE","PAUL HANCOCK","MONTANE C HAMILTON","LORI MCINTOSH LE","NICOLE KUNZE","ETHAN M. ERICKSON","CAMI PURTSCHERT"
"LE3710","MICHELLE MILES","CAMI PURTSCHERT","AARON BULLEN","MONTANE C HAMILTON","LORI MCINTOSH LE","skipped","skipped","skipped","skipped"
"LE3711","NICOLE KUNZE","CHRIS CONDIE","LORI MCINTOSH LE","CAMI PURTSCHERT","PAUL HANCOCK","MICHELLE MILES","MONTANE C HAMILTON","AARON BULLEN","ETHAN M. ERICKSON"
"LE3712","CHRIS CONDIE","PAUL HANCOCK","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE3713","MICHELLE MILES","CAMI PURTSCHERT","AARON BULLEN","LORI MCINTOSH LE","skipped","skipped","skipped","skipped","skipped"
"LE3714","CAMI PURTSCHERT","MICHELLE MILES","LORI MCINTOSH LE","MONTANE C HAMILTON","ETHAN M. ERICKSON","NICOLE KUNZE","AARON BULLEN","PAUL HANCOCK","CHRIS CONDIE"
